G0	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63
0.7974615	0.0263808	0.0755903	0.5658717	0.3270123	0.5215734	0.2382184	0.0448799	0.2380282	0.3566479	0.3644908	0.2630372	0.4914301	0.0910994	0.7128579	0.0000000	0.1273658	0.0603860	0.6355154	0.5726340	0.7132047	0.4265203	0.2906382	0.7093537	0.4249263	0.5307413	0.2818538	0.1536760	0.2573871	0.1643533	0.4453062	0.0103386	0.7007428	0.0038825	0.6297879	0.0050115	0.6649919	0.0132122	0.0130285	0.0525330	0.5450121	0.6604996	0.4209835	0.7449051	0.4628654	0.1048899	0.2260004	0.1815718	0.5707968	0.6492251	0.0057470	0.1259630	0.6408753	0.6031987	0.4952981	0.5264832	0.0636532	0.2169994	0.1572309	0.2626217	0.4694646	0.2055523	0.0843368	0.3128019
0.7355516	0.0263720	0.0891097	0.6179396	0.3108337	0.6059581	0.3405967	0.0850620	0.1872252	0.3635973	0.2167534	0.1930358	0.4061481	0.1319402	0.6697039	0.0617581	0.0001184	0.7232795	0.6287638	0.2474920	0.6912351	0.6203648	0.3474450	0.5384942	0.4015626	0.4188034	0.3354485	0.2178894	0.1138031	0.3463474	0.4739266	0.0356057	0.6257298	0.0022659	0.6568360	0.0056318	0.6104614	0.0205051	0.0337169	0.0375558	0.6102547	0.5739281	0.4202094	0.6102666	0.5336543	0.1575273	0.3067788	0.2137058	0.6275156	0.6847520	0.0289728	0.1700181	0.4653577	0.6571151	0.6357982	0.5029364	0.0337728	0.1553318	0.1849443	0.4217140	0.5638548	0.2561853	0.1192423	0.2992952
0.6662300	0.0338210	0.0788273	0.6179830	0.4497939	0.6041612	0.2543888	0.0494071	0.2206315	0.3047043	0.2870246	0.2957573	0.4236315	0.0908350	0.9220178	0.1139013	0.1629673	0.0000000	0.7154829	0.5003685	0.8830612	0.4676514	0.3671619	0.6322520	0.4084387	0.4185416	0.2833800	0.1164583	0.2906144	0.2106292	0.3367247	0.0226818	0.6387764	0.0008190	0.7134917	0.0054861	0.6060820	0.0164645	0.0349034	0.0100152	0.5540855	0.5810452	0.5950217	0.7835471	0.4688675	0.1007112	0.3025479	0.2367304	0.5237146	0.6085270	0.0069997	0.1529622	0.5195119	0.5678007	0.5082809	0.5108673	0.0343156	0.1245997	0.1897661	0.3718991	0.4804802	0.2933559	0.0877160	0.4756918
0.9141332	0.0534786	0.0662875	0.6447563	0.3538258	0.5308077	0.2884984	0.0809415	0.2170469	0.4167970	0.3046431	0.1820238	0.3483431	0.1289827	0.5973793	0.0980759	0.1074287	0.6759203	0.0000000	0.3698656	0.6436478	0.3818043	0.2795689	0.5822420	0.4811195	0.3779958	0.2769091	0.1715621	0.3288074	0.1752927	0.4343497	0.0565785	0.7391153	0.0003097	0.8348963	0.0099600	0.6255894	0.0147864	0.0289098	0.0226103	0.6361914	0.4555161	0.3988235	0.7329701	0.4128808	0.1233743	0.3984700	0.2605479	0.5520020	0.6419622	0.0068294	0.1322103	0.5681018	0.7762394	0.4331141	0.4894054	0.0557528	0.1803595	0.1931820	0.3496760	0.4791760	0.2489072	0.0344582	0.3313912
0.7499186	0.0783608	0.1104533	0.6444689	0.3465761	0.6319028	0.2349433	0.0906863	0.2684680	0.2542037	0.2211487	0.2878133	0.3611913	0.1454428	0.4996132	0.1010775	0.1592412	0.0461874	0.6594669	0.0000000	0.6951085	0.4352455	0.2021236	0.4774792	0.3693653	0.4118836	0.2175035	0.1395906	0.3078392	0.1318819	0.4663048	0.0149956	0.6889974	0.0010714	0.5721068	0.0109870	0.6283181	0.0242510	0.0272263	0.0399959	0.6746101	0.6086278	0.4950400	0.6024295	0.3865342	0.1452397	0.3211401	0.2451281	0.4728125	0.6158739	0.0078817	0.1414496	0.6891791	0.6023726	0.5793785	0.4996646	0.0670172	0.1157930	0.2001532	0.3453579	0.4995574	0.2352587	0.0425426	0.4115579
0.6709541	0.0339567	0.1181594	0.4892735	0.2961848	0.4828136	0.2724328	0.0679703	0.2780784	0.3916053	0.3354962	0.2174924	0.3486848	0.1253805	0.7460747	0.0768143	0.1287911	0.0437890	0.6580815	0.7531957	0.0000000	0.0433706	0.4602049	0.2793170	0.3967393	0.3818706	0.2763271	0.1291072	0.3221160	0.1965153	0.5003860	0.0236617	0.5762768	0.0013540	0.6828335	0.0056184	0.6348480	0.0168796	0.0301189	0.0510704	0.5894821	0.5625179	0.4147935	0.5845844	0.4502069	0.1461200	0.3522037	0.2390715	0.5412086	0.8037875	0.0046933	0.1656948	0.7241605	0.8147911	0.5981337	0.4540965	0.0556548	0.1102205	0.1217601	0.2606301	0.5993150	0.2493599	0.1019179	0.3738685
0.7627777	0.0643959	0.1149896	0.6156814	0.3679381	0.6423407	0.2322062	0.0498254	0.2309304	0.2549573	0.2088216	0.1741531	0.3178263	0.0611842	0.6181589	0.0869418	0.1893525	0.0762148	0.6640222	0.4798073	0.6322400	0.0000000	0.2041024	0.1852137	0.4141079	0.4230371	0.3136077	0.1642231	0.2983976	0.2506494	0.5705172	0.0339248	0.6667987	0.0004702	0.5892709	0.0156111	0.7464361	0.0292112	0.0351761	0.0287381	0.5530503	0.5928795	0.5638744	0.7375415	0.5617426	0.1205353	0.3589707	0.2086681	0.5567055	0.5844157	0.0107927	0.1353128	0.6718531	0.7709233	0.6320178	0.5133028	0.0813537	0.1479794	0.1293696	0.3282892	0.4704001	0.2979360	0.0546346	0.4586594
0.6749836	0.0201219	0.1315796	0.7135874	0.3484685	0.5612346	0.2313718	0.0657536	0.1859811	0.3704447	0.2415745	0.3030565	0.3838385	0.0792242	0.7135060	0.1275140	0.1634265	0.0310984	0.7063059	0.5451666	0.7190899	0.0371382	0.0000000	0.2958632	0.3327865	0.3508642	0.2676128	0.0673247	0.3790541	0.1299199	0.4133620	0.0182141	0.7103516	0.0002502	0.8396220	0.0128046	0.6915702	0.0162308	0.0207005	0.0664749	0.5758644	0.5592380	0.4278003	0.6228838	0.5563234	0.0742268	0.3276967	0.1855790	0.5878746	0.6576865	0.0035085	0.1962851	0.6130206	0.6666648	0.4384734	0.4612352	0.0665890	0.1496057	0.2046400	0.3029185	0.5079482	0.3073034	0.0533878	0.4269046
0.6503640	0.0338935	0.0975752	0.5252294	0.2100918	0.5463280	0.3105942	0.0722532	0.2354683	0.2922652	0.3506727	0.1826621	0.4606105	0.0867931	0.7051708	0.1588506	0.2018225	0.0461721	0.7004212	0.6045405	0.7308315	0.3749747	0.1289696	0.0000000	0.3741984	0.3676773	0.3176311	0.1108468	0.3446400	0.3030255	0.3655873	0.0141043	0.6902125	0.0024798	0.5810836	0.0166890	0.8599829	0.0069686	0.0358436	0.0321678	0.4792822	0.5463178	0.4755836	0.7351473	0.4109042	0.0795887	0.2936143	0.2291882	0.6450922	0.6701742	0.0063259	0.1915317	0.5998862	0.7037136	0.6396575	0.4143186	0.0786937	0.2282400	0.1658441	0.3388281	0.4569640	0.2922988	0.0698305	0.4781538
0.8066662	0.0656934	0.0705176	0.5575918	0.3715395	0.6009136	0.2458827	0.0493062	0.2719273	0.3861076	0.2501294	0.1878978	0.4001127	0.1216623	0.7109210	0.1636192	0.1145258	0.0455759	0.7074298	0.5183961	0.7347668	0.4566176	0.3465936	0.5390551	0.0004674	0.7121379	0.0558746	0.1057148	0.3342784	0.1732658	0.3540252	0.0291217	0.5973556	0.0016166	0.6422036	0.0076034	0.6968757	0.0071815	0.0294565	0.0588146	0.6318487	0.5898632	0.4366747	0.7142975	0.4411428	0.1179262	0.3033858	0.2961627	0.6943014	0.6553640	0.0040606	0.1464275	0.5890060	0.5246360	0.5918761	0.4472112	0.0177845	0.0917138	0.1369838	0.3201463	0.5708317	0.4184014	0.0850471	0.5201907
0.5997263	0.0459907	0.1271808	0.5456244	0.3022277	0.5523311	0.2143403	0.0879832	0.2261399	0.3835418	0.3109543	0.3062970	0.5016570	0.1139971	0.5331090	0.1293875	0.1684915	0.0329536	0.6546483	0.5911222	0.7336641	0.3812642	0.3970381	0.6057600	0.2916517	0.0000000	0.3393448	0.2460130	0.3766407	0.1126636	0.4970280	0.0194153	0.7174027	0.0088292	0.6580949	0.0177059	0.7994928	0.0271518	0.0356333	0.0543067	0.6726798	0.5719192	0.3951736	0.7184639	0.4776391	0.1559190	0.4338011	0.2350428	0.6383004	0.6881582	0.0112377	0.1428331	0.6392934	0.7672307	0.7271857	0.5058904	0.0298614	0.1690417	0.1509578	0.3152957	0.5099876	0.3193783	0.0707775	0.4604054
0.6356164	0.0648318	0.1531790	0.5514536	0.3295765	0.4914329	0.3127520	0.0269073	0.1764545	0.2279350	0.2497930	0.2140864	0.4681199	0.1529120	0.6419627	0.0605977	0.1318280	0.0260076	0.5617421	0.4229273	0.6767412	0.3877851	0.3658628	0.5298778	0.4169955	0.5531683	0.0005890	0.1506828	0.2645998	0.1856642	0.4342810	0.0208669	0.6525725	0.0030106	0.7444758	0.0087124	0.6397941	0.0414918	0.0224847	0.0262834	0.5933077	0.6528479	0.4860676	0.7248246	0.4371568	0.1234073	0.2565218	0.2261322	0.6053264	0.5552017	0.0118744	0.1064288	0.7009932	0.6728205	0.5925464	0.4724045	0.0482651	0.1794998	0.1575147	0.3672488	0.4324709	0.2907237	0.0633908	0.3566537
0.5792627	0.0536621	0.1264234	0.6809049	0.3692541	0.5916713	0.2902909	0.0549055	0.1978743	0.3354310	0.3000275	0.2154648	0.3521179	0.1476643	0.7089165	0.1833192	0.1842985	0.0477278	0.5388981	0.5437284	0.5773562	0.4469239	0.4095904	0.6131014	0.4743882	0.3935674	0.2395462	0.0000000	0.1855717	0.1583652	0.5125950	0.0279107	0.7022846	0.0007249	0.5905912	0.0187286	0.6132520	0.0295444	0.0697074	0.0272704	0.6146011	0.4059162	0.4755727	0.6371129	0.3577283	0.1003678	0.3113525	0.2157176	0.7131709	0.5855479	0.0015603	0.1993492	0.6132222	0.7421886	0.6745801	0.5557988	0.0531487	0.2032603	0.1612397	0.3386103	0.4629114	0.3322256	0.0635693	0.4012147
0.7867713	0.0402499	0.1493030	0.6563696	0.2874820	0.5386020	0.2935238	0.1082277	0.1990422	0.3402803	0.3345142	0.1780991	0.4538300	0.0762753	0.6563915	0.0558056	0.1317337	0.0344555	0.6867509	0.5766553	0.6954746	0.5294239	0.3198540	0.4880914	0.4571399	0.3688128	0.3119366	0.2139321	0.0000000	0.3153430	0.5165414	0.0717399	0.6896544	0.0010307	0.5173741	0.0040861	0.6652700	0.0202838	0.0348678	0.0256754	0.5289232	0.4143418	0.4997710	0.6666064	0.5467061	0.1856154	0.2372394	0.1878727	0.7375283	0.6207693	0.0142791	0.1921611	0.6825584	0.8226602	0.6292250	0.5220600	0.0403220	0.0819290	0.2192722	0.3408200	0.4012447	0.2848513	0.0586664	0.4906509
0.5392568	0.0217400	0.1113976	0.5727648	0.3586144	0.5027003	0.2704204	0.0346836	0.2034251	0.3825428	0.2425098	0.2691013	0.4262531	0.0960299	0.5764988	0.0971601	0.1797464	0.0369608	0.7169076	0.5896832	0.6054963	0.4121851	0.2242270	0.6343840	0.3620321	0.3975042	0.2673875	0.1239081	0.2568250	0.0000000	0.5145365	0.0340839	0.6995385	0.0013096	0.7049406	0.0063041	0.5980745	0.0292498	0.0211846	0.0271717	0.4438365	0.6512686	0.5082182	0.7653616	0.5054527	0.1829459	0.2587219	0.1796027	0.5793598	0.6418694	0.0278182	0.1398828	0.6304296	0.6466784	0.6867215	0.5271906	0.0553150	0.0871930	0.2068115	0.3329961	0.5276967	0.2757573	0.0888757	0.4173165
0.8040207	0.0392046	0.0578831	0.6155690	0.3245841	0.6172624	0.3288120	0.0759236	0.1713882	0.2674088	0.4106246	0.1902508	0.4214749	0.1110465	0.7259968	0.1424644	0.1300181	0.0458383	0.6439046	0.6339651	0.6247697	0.5441635	0.3393786	0.5621860	0.4681192	0.4209594	0.2744413	0.1709824	0.2762562	0.3567032	0.0000000	0.0131365	0.6363475	0.0012421	0.6402215	0.0208057	0.8262173	0.0232609	0.0406296	0.0277682	0.5814162	0.6119266	0.4928001	0.6880079	0.5235874	0.1314323	0.2869711	0.2310474	0.5359240	0.5685764	0.0074328	0.1073786	0.4701514	0.6574357	0.6041563	0.4349061	0.1003798	0.2017106	0.2090060	0.2778907	0.6131598	0.3353344	0.0780984	0.4717788
0.9878797	0.1175453	0.0998759	0.7341906	0.3162201	0.5150076	0.2580473	0.0819850	0.2286500	0.2931099	0.2384121	0.2428282	0.4536154	0.0778960	0.7836586	0.1319670	0.1894548	0.0314106	0.5593644	0.6278341	0.8024939	0.4535669	0.2609833	0.6012923	0.4271894	0.3938862	0.3541398	0.2600927	0.3734311	0.1413844	0.4277642	0.0003318	0.6792588	0.0053392	0.6205135	0.0097721	0.7438676	0.0114969	0.0415534	0.0341227	0.6421513	0.5172435	0.4596818	0.7093616	0.5931576	0.1499439	0.2503827	0.1676671	0.6809644	0.5641552	0.0095842	0.1143259	0.6019428	0.7099135	0.5442555	0.4829952	0.0289479	0.1063284	0.2322068	0.2962647	0.4925882	0.2830993	0.0322758	0.4362759
0.6736702	0.0891240	0.0712592	0.5890079	0.3450751	0.4868653	0.3373818	0.0571023	0.2725297	0.3661775	0.3298533	0.2661647	0.3520613	0.1524594	0.6413428	0.0759031	0.7350182	0.0044019	0.8086152	0.5220375	0.6713435	0.1283861	0.0567977	0.4107031	0.6662673	0.3467900	0.6359304	0.0573236	0.3234628	0.6037979	0.4139149	0.1854066	0.0000000	0.0794451	0.5186399	0.0293550	0.0058915	0.6306018	0.2575205	0.0637154	0.2752650	0.1212647	0.3763183	0.0068317	0.3564869	0.4288843	0.4175410	0.1063247	0.1505242	0.3579540	0.0086055	0.0533680	0.6906635	0.5664360	0.5733458	0.5286266	0.1091465	0.3925163	0.4353330	0.4441797	0.4476981	0.7093390	0.0489270	0.6535261
0.7199466	0.0692069	0.1052519	0.6194724	0.3364047	0.4805210	0.2404124	0.0681395	0.2144270	0.4258783	0.2915284	0.2488957	0.4348193	0.0576633	0.5580920	0.0811959	0.1164571	0.0282591	0.7109037	0.6392067	0.7527466	0.5202281	0.3724728	0.5410105	0.3694485	0.2641381	0.2868698	0.1666947	0.2718898	0.1539046	0.4675055	0.0669707	0.7401461	0.0000000	0.6081982	0.0203817	0.6989631	0.0102616	0.0179514	0.0279970	0.4799894	0.5183581	0.4870846	0.7091115	0.4519245	0.0861428	0.3715794	0.2204413	0.5188014	0.6962238	0.0049596	0.0943581	0.5529766	0.7031317	0.6220777	0.5782546	0.0483630	0.1320044	0.1545883	0.3130510	0.5296379	0.3773791	0.0864830	0.5097073
0.7495904	0.0851971	0.0948302	0.5672541	0.3083070	0.5555491	0.3188145	0.0391689	0.2409084	0.3252623	0.3725596	0.2328255	0.4766862	0.1750581	0.6540326	0.1157122	0.1771435	0.0394812	0.6806978	0.5819164	0.7373562	0.4610927	0.3219279	0.5791618	0.5115881	0.4229087	0.2895375	0.1992065	0.2784961	0.1668608	0.4022432	0.0199237	0.6318077	0.0351655	0.0001177	0.0094706	0.4680261	0.0395872	0.0473386	0.0141209	0.4823066	0.5549485	0.4634153	0.7747786	0.5152655	0.1907609	0.2746694	0.1844919	0.6935360	0.4836103	0.0053929	0.1916036	0.6287655	0.7213251	0.5241732	0.4639719	0.0604498	0.1653653	0.1627235	0.3172664	0.5509948	0.2492516	0.0816527	0.4680783
